Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-06-27,2024,6,27,†,4.0,,2.0,,3.0,,15.0,,0.0,,12.0,,0.0,,12.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-06-28,2024,6,28,†,9.5,,3.0,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-06-29,2024,6,29,†,10.5,,6.0,,8.3,,9.7,,0.0,,2.3,,0.0,,2.3,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-06-30,2024,6,30,†,21.5,,5.1,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-01,2024,7,1,†,11.0,,5.5,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-02,2024,7,2,†,10.6,,4.6,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-03,2024,7,3,†,13.0,,4.5,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-04,2024,7,4,†,17.0,,7.0,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-05,2024,7,5,†,19.1,,11.3,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-06,2024,7,6,†,20.5,,11.5,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-07,2024,7,7,†,21.9,,13.0,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-08,2024,7,8,†,25.0,,14.0,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-09,2024,7,9,†,25.0,,18.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-10,2024,7,10,†,21.0,,15.5,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-11,2024,7,11,†,19.0,,10.5,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-12,2024,7,12,†,21.0,,12.0,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-13,2024,7,13,†,20.5,,13.0,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-14,2024,7,14,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-15,2024,7,15,†,19.5,,11.0,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-16,2024,7,16,†,23.5,,13.0,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-17,2024,7,17,†,25.0,,16.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-18,2024,7,18,†,22.5,,14.5,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-19,2024,7,19,†,19.8,,12.6,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-20,2024,7,20,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-21,2024,7,21,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-22,2024,7,22,†,18.0,,12.0,,15.0,,3.0,,0.0,,0.1,,0.0,,0.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-23,2024,7,23,†,13.0,,5.0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-24,2024,7,24,†,10.0,,6.5,,8.3,,9.7,,0.0,,2.1,,0.0,,2.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-25,2024,7,25,†,10.5,,4.0,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-26,2024,7,26,†,12.0,,4.0,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-27,2024,7,27,†,13.9,,7.5,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-28,2024,7,28,†,12.5,,8.5,,10.5,,7.5,,0.0,,3.9,,0.0,,3.9,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-29,2024,7,29,†,11.0,,6.0,,8.5,,9.5,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-30,2024,7,30,†,11.0,,8.0,,9.5,,8.5,,0.0,,2.6,,0.0,,2.6,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-07-31,2024,7,31,†,17.5,,8.5,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-01,2024,8,1,†,22.5,,10.0,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-02,2024,8,2,†,23.0,,17.5,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-03,2024,8,3,†,20.6,,13.5,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-04,2024,8,4,†,18.5,,13.8,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-05,2024,8,5,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-06,2024,8,6,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-07,2024,8,7,†,19.0,,11.5,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-08,2024,8,8,†,21.0,,13.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-09,2024,8,9,†,19.6,,15.5,,17.6,,0.4,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-10,2024,8,10,†,18.5,,13.1,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-11,2024,8,11,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-12,2024,8,12,†,15.3,,10.6,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-13,2024,8,13,†,14.0,,8.7,,11.4,,6.6,,0.0,,0.1,,0.0,,0.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-14,2024,8,14,†,14.5,,8.5,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-15,2024,8,15,†,14.5,,8.5,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-16,2024,8,16,†,11.0,,3.5,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-17,2024,8,17,†,18.0,,8.3,,13.2,,4.8,,0.0,,9.0,,0.0,,9.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-18,2024,8,18,†,10.5,,7.0,,8.8,,9.2,,0.0,,9.0,,0.0,,9.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-19,2024,8,19,†,12.3,,5.6,,9.0,,9.0,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-20,2024,8,20,†,8.0,,6.0,,7.0,,11.0,,0.0,,10.2,,0.0,,10.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-21,2024,8,21,†,7.5,,6.0,,6.8,,11.2,,0.0,,5.2,,0.0,,5.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-22,2024,8,22,†,13.3,,5.1,,9.2,,8.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-23,2024,8,23,†,10.1,,7.8,,9.0,,9.0,,0.0,,42.7,,0.0,,42.7,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-24,2024,8,24,†,8.0,,6.0,,7.0,,11.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-25,2024,8,25,†,8.0,,4.6,,6.3,,11.7,,0.0,,2.5,,0.0,,2.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-26,2024,8,26,†,7.0,,3.1,,5.1,,12.9,,0.0,,30.1,,0.0,,30.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-27,2024,8,27,†,6.3,,0.3,,3.3,,14.7,,0.0,,12.4,,0.0,,12.4,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-28,2024,8,28,†,14.4,,2.0,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-29,2024,8,29,†,17.9,,9.9,,13.9,,4.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-30,2024,8,30,†,21.0,,12.9,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-08-31,2024,8,31,†,21.4,,16.5,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-01,2024,9,1,†,22.2,,16.1,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-02,2024,9,2,†,18.5,,14.9,,16.7,,1.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-03,2024,9,3,†,14.5,,7.2,,10.9,,7.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-04,2024,9,4,†,20.4,,11.6,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-05,2024,9,5,†,22.8,,16.3,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-06,2024,9,6,†,24.3,,16.7,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-07,2024,9,7,†,23.8,,17.1,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-08,2024,9,8,†,20.3,,18.0,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-09,2024,9,9,†,12.5,,8.8,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-10,2024,9,10,†,10.6,,4.9,,7.8,,10.2,,0.0,,6.2,,0.0,,6.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-11,2024,9,11,†,7.0,,3.4,,5.2,,12.8,,0.0,,2.4,,0.0,,2.4,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-12,2024,9,12,†,12.1,,5.0,,8.6,,9.4,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-13,2024,9,13,†,8.0,,5.0,,6.5,,11.5,,0.0,,31.6,,0.0,,31.6,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-14,2024,9,14,†,6.2,,1.2,,3.7,,14.3,,0.0,,9.2,,0.0,,9.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-15,2024,9,15,†,8.5,,1.2,,4.9,,13.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-16,2024,9,16,†,15.0,,5.0,,10.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-17,2024,9,17,†,10.0,,6.0,,8.0,,10.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-18,2024,9,18,†,15.0,,3.2,,9.1,,8.9,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-19,2024,9,19,†,8.1,,3.4,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-20,2024,9,20,†,8.0,,1.7,,4.9,,13.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-21,2024,9,21,†,11.9,,3.5,,7.7,,10.3,,0.0,,0.1,,0.0,,0.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-22,2024,9,22,†,8.5,,6.7,,7.6,,10.4,,0.0,,1.6,,0.0,,1.6,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-23,2024,9,23,†,13.0,,6.9,,10.0,,8.0,,0.0,,2.3,,0.0,,2.3,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-24,2024,9,24,†,15.0,,7.9,,11.5,,6.5,,0.0,,32.5,,0.0,,32.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-25,2024,9,25,†,6.1,,2.1,,4.1,,13.9,,0.0,,27.5,,0.0,,27.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-26,2024,9,26,†,4.3,,-0.9,,1.7,,16.3,,0.0,,12.3,,0.0,,12.3,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-27,2024,9,27,†,6.3,,-0.6,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-28,2024,9,28,†,8.5,,1.3,,4.9,,13.1,,0.0,,0.5,,0.0,T,0.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-29,2024,9,29,†,1.0,,-3.0,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-09-30,2024,9,30,†,5.7,,-1.5,,2.1,,15.9,,0.0,,2.5,,0.0,,2.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-01,2024,10,1,†,3.5,,1.1,,2.3,,15.7,,0.0,,4.4,,0.0,,4.4,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-02,2024,10,2,†,2.7,,-0.8,,1.0,,17.0,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-03,2024,10,3,†,8.1,,-0.9,,3.6,,14.4,,0.0,,16.8,,5.0,,21.8,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-04,2024,10,4,†,0.5,,-0.6,,-0.1,,18.1,,0.0,,14.7,,0.0,,14.7,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-05,2024,10,5,†,7.4,,-0.3,,3.6,,14.4,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-06,2024,10,6,†,7.6,,0.7,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-07,2024,10,7,†,9.1,,5.4,,7.3,,10.7,,0.0,,2.1,,0.0,,2.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-08,2024,10,8,†,6.8,,4.3,,5.6,,12.4,,0.0,,0.5,,0.0,,0.5,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-09,2024,10,9,†,2.0,,0.8,,1.4,,16.6,,0.0,,2.0,,0.0,,2.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-10,2024,10,10,†,4.8,,-2.5,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-11,2024,10,11,†,10.2,,0.0,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-12,2024,10,12,†,13.3,,6.9,,10.1,,7.9,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-13,2024,10,13,†,9.7,,6.9,,8.3,,9.7,,0.0,,1.1,,0.0,,1.1,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-14,2024,10,14,†,6.0,,5.0,,5.5,,12.5,,0.0,,14.8,,0.0,,14.8,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-15,2024,10,15,†,4.5,,1.0,,2.8,,15.2,,0.0,,5.4,,0.0,,5.4,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-16,2024,10,16,†,-1.5,,-2.5,,-2.0,,20.0,,0.0,,10.6,,0.0,,10.6,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-17,2024,10,17,†,0.0,,-5.0,,-2.5,,20.5,,0.0,,0.3,,0.0,,0.3,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-18,2024,10,18,†,5.0,,-3.7,,0.7,,17.3,,0.0,,63.0,,,M,63.0,,0.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-19,2024,10,19,†,7.8,,-1.3,,3.3,,14.7,,0.0,,12.2,,0.0,,12.2,,,M,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-20,2024,10,20,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-21,2024,10,21,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-22,2024,10,22,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-23,2024,10,23,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-24,2024,10,24,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-25,2024,10,25,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-26,2024,10,26,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-27,2024,10,27,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-28,2024,10,28,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-29,2024,10,29,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-30,2024,10,30,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-10-31,2024,10,31,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-01,2024,11,1,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-02,2024,11,2,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-03,2024,11,3,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-04,2024,11,4,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-05,2024,11,5,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-06,2024,11,6,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-07,2024,11,7,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-08,2024,11,8,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-09,2024,11,9,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-10,2024,11,10,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-11,2024,11,11,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-12,2024,11,12,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-13,2024,11,13,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-14,2024,11,14,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-15,2024,11,15,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-16,2024,11,16,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-17,2024,11,17,,,,,,,,,,,,,,,,,,,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-18,2024,11,18,†,-7.0,,-8.5,,-7.8,,25.8,,0.0,,0.0,,14.0,,14.0,,99.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-19,2024,11,19,†,-4.5,,-11.0,,-7.8,,25.8,,0.0,,0.0,,33.0,,33.0,,106.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-20,2024,11,20,†,-3.5,,-8.5,,-6.0,,24.0,,0.0,,0.0,,20.0,,20.0,,129.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-21,2024,11,21,†,-3.0,,-5.0,,-4.0,,22.0,,0.0,,0.0,,0.2,,0.2,,131.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-22,2024,11,22,†,-2.0,,-6.0,,-4.0,,22.0,,0.0,,0.0,,27.0,,27.0,,121.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-23,2024,11,23,†,-3.0,,-5.0,,-4.0,,22.0,,0.0,,0.0,,8.0,,8.0,,138.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-24,2024,11,24,†,-3.5,,-6.5,,-5.0,,23.0,,0.0,,0.0,,0.0,,0.0,,135.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-25,2024,11,25,†,-3.5,,-10.0,,-6.8,,24.8,,0.0,,0.0,,0.0,,0.0,,128.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-26,2024,11,26,†,-3.5,,-8.5,,-6.0,,24.0,,0.0,,0.0,,0.0,,0.0,,122.0,,,,,
-122.95,50.07,WHISTLER ROUNDHOUSE,1108906,2024-11-27,2024,11,27,†,-6.0,,-10.0,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,118.0,,,,,
